10:15 01/03/2025;Максимов;iButton_1;1;0
11:00 20/03/2025;Администратор;iButton_0;2;1
12:30 03/12/2025;Петров;iButton_2;3;0
22:45 26/03/2026;Администратор;iButton_0;4;1
22:46 26/03/2026;Администратор;iButton_1;5;1
22:50 26/03/2026;Иванов;iButton_1;5;1
22:50 26/03/2026;Администратор;iButton_0;4;1
22:54 26/03/2026;Администратор;iButton_0;4;0
22:54 26/03/2026;Администратор;iButton_0;4;1
22:59 26/03/2026;Администратор;iButton_0;4;1
